Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Less than high school graduate:,Margin of Error!!Total:!!Less than high school graduate:,Estimate!!Total:!!Less than high school graduate:!!In labor force:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Less than high school graduate:!!Not in labor force,Margin of Error!!Total:!!Less than high school graduate:!!Not in labor force,Estimate!!Total:!!High school graduate (includes equivalency):,Margin of Error!!Total:!!High school graduate (includes equivalency):,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Margin of Error!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Estimate!!Total:!!Some college or associate's degree:,Margin of Error!!Total:!!Some college or associate's degree:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force,Margin of Error!!Total:!!Some college or associate's degree:!!Not in labor force,Estimate!!Total:!!Bachelor's degree or higher:,Margin of Error!!Total:!!Bachelor's degree or higher:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force,Margin of Error!!Total:!!Bachelor's degree or higher:!!Not in labor force
ZCTA5 23004,496,224,58,59,2,4,0,13,2,4,2,4,0,13,56,59,327,193,293,192,0,13,293,192,293,192,0,13,34,31,109,71,92,69,0,13,92,69,86,68,6,10,17,21,2,4,2,4,0,13,2,4,2,4,0,13,0,13
ZCTA5 23005,8632,587,561,137,401,119,0,20,401,119,375,108,26,37,160,74,2038,337,1565,307,0,20,1565,307,1515,293,50,41,473,129,2430,391,2005,362,0,20,2005,362,1935,361,70,68,425,115,3603,442,3244,399,21,33,3223,402,3128,394,95,62,359,149
ZCTA5 23009,3737,343,78,44,53,47,0,18,53,47,53,47,0,18,25,32,1297,375,1086,352,0,18,1086,352,1046,351,40,49,211,133,1588,342,1143,306,0,18,1143,306,1103,309,40,41,445,161,774,258,661,219,0,18,661,219,661,219,0,18,113,70
ZCTA5 23011,1031,331,243,160,115,133,0,13,115,133,115,133,0,13,128,76,354,150,111,86,0,13,111,86,111,86,0,13,243,136,244,111,64,52,0,13,64,52,64,52,0,13,180,89,190,103,141,93,0,13,141,93,141,93,0,13,49,40
ZCTA5 23015,2168,374,174,97,112,86,0,13,112,86,71,71,41,56,62,50,644,199,474,164,0,13,474,164,463,163,11,15,170,96,470,170,342,151,0,13,342,151,329,150,13,20,128,76,880,337,839,332,0,13,839,332,839,332,0,13,41,44
ZCTA5 23021,157,138,46,71,0,13,0,13,0,13,0,13,0,13,46,71,66,59,66,59,0,13,66,59,66,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,63,0,13,0,13,0,13,0,13,0,13,45,63
ZCTA5 23022,391,212,39,48,10,16,0,13,10,16,0,13,10,16,29,44,240,177,172,123,0,13,172,123,172,123,0,13,68,95,27,34,15,28,0,13,15,28,15,28,0,13,12,21,85,74,85,74,0,13,85,74,85,74,0,13,0,13
ZCTA5 23023,436,294,0,13,0,13,0,13,0,13,0,13,0,13,0,13,239,259,136,152,0,13,136,152,136,152,0,13,103,112,62,65,32,49,0,13,32,49,32,49,0,13,30,41,135,96,118,99,0,13,118,99,118,99,0,13,17,28
ZCTA5 23024,5380,695,325,119,253,97,0,18,253,97,253,97,0,18,72,58,1828,385,1194,282,0,18,1194,282,1114,276,80,82,634,253,1420,349,1232,320,0,18,1232,320,1222,319,10,17,188,102,1807,502,1361,398,26,37,1335,392,1325,391,10,16,446,229
ZCTA5 23025,62,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,65,43,65,0,13,43,65,43,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,34,19,34,0,13,19,34,19,34,0,13,0,13
ZCTA5 23027,516,170,108,85,33,38,0,13,33,38,14,22,19,32,75,76,159,91,151,90,0,13,151,90,151,90,0,13,8,13,179,105,150,105,0,13,150,105,141,104,9,15,29,40,70,84,70,84,0,13,70,84,70,84,0,13,0,13
ZCTA5 23030,2496,129,432,115,297,98,0,13,297,98,293,97,4,4,135,45,976,129,776,113,0,13,776,113,759,112,17,22,200,49,671,85,440,76,0,13,440,76,437,78,3,4,231,44,417,82,359,74,0,13,359,74,349,74,10,9,58,31
ZCTA5 23032,195,104,9,13,9,13,0,13,9,13,9,13,0,13,0,13,61,47,56,45,0,13,56,45,50,46,6,9,5,8,93,65,93,65,0,13,93,65,62,48,31,40,0,13,32,39,32,39,0,13,32,39,0,13,32,39,0,13
ZCTA5 23035,681,247,48,97,35,68,0,13,35,68,22,59,13,23,13,33,184,76,166,83,0,13,166,83,166,83,0,13,18,40,313,167,271,131,0,13,271,131,234,126,37,45,42,49,136,89,129,87,0,13,129,87,129,87,0,13,7,11
ZCTA5 23038,856,302,75,55,55,48,0,13,55,48,55,48,0,13,20,29,268,154,258,151,0,13,258,151,258,151,0,13,10,15,290,132,212,113,0,13,212,113,212,113,0,13,78,63,223,121,205,117,0,13,205,117,205,117,0,13,18,27
ZCTA5 23039,583,242,44,64,44,64,0,13,44,64,44,64,0,13,0,13,64,49,59,48,0,13,59,48,59,48,0,13,5,8,238,181,147,101,0,13,147,101,147,101,0,13,91,93,237,110,223,113,0,13,223,113,212,110,11,17,14,17
ZCTA5 23040,2585,383,163,131,105,91,0,13,105,91,88,72,17,29,58,56,1075,246,820,237,0,13,820,237,811,237,9,14,255,149,926,236,888,241,0,13,888,241,888,241,0,13,38,62,421,190,338,173,0,13,338,173,338,173,0,13,83,72
ZCTA5 23043,683,173,179,134,95,87,0,13,95,87,95,87,0,13,84,61,234,80,182,68,0,13,182,68,153,58,29,28,52,42,140,52,107,46,0,13,107,46,107,46,0,13,33,30,130,50,115,53,0,13,115,53,110,52,5,8,15,19
ZCTA5 23045,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23047,775,226,84,58,53,46,0,13,53,46,53,46,0,13,31,37,188,99,113,78,0,13,113,78,98,73,15,22,75,63,187,96,173,90,0,13,173,90,160,85,13,24,14,31,316,147,293,144,0,13,293,144,293,144,0,13,23,39
ZCTA5 23050,244,190,32,30,32,30,0,13,32,30,32,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,114,119,114,119,0,13,114,119,114,119,0,13,0,13,98,99,98,99,0,13,98,99,98,99,0,13,0,13
ZCTA5 23055,514,197,56,43,35,35,0,13,35,35,35,35,0,13,21,34,62,48,62,48,0,13,62,48,62,48,0,13,0,13,73,61,52,56,0,13,52,56,52,56,0,13,21,34,323,170,323,170,0,13,323,170,323,170,0,13,0,13
ZCTA5 23056,251,157,15,26,15,26,0,13,15,26,15,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,120,112,120,112,0,13,120,112,120,112,0,13,0,13,116,87,70,56,0,13,70,56,70,56,0,13,46,62
ZCTA5 23059,21170,1251,376,166,291,161,0,27,291,161,291,161,0,27,85,58,1801,383,1136,299,0,27,1136,299,1111,290,25,40,665,244,3939,712,3482,690,0,27,3482,690,3447,687,35,29,457,163,15054,1134,13293,1099,0,27,13293,1099,13006,1074,287,144,1761,396
ZCTA5 23060,19461,1199,1202,401,1068,379,0,27,1068,379,1011,390,57,58,134,74,2664,397,2115,391,6,11,2109,393,2092,397,17,14,549,177,4893,646,4174,607,15,25,4159,602,3970,565,189,126,719,201,10702,1004,9511,992,0,27,9511,992,9357,1003,154,91,1191,259
ZCTA5 23061,11485,584,1136,291,663,198,0,24,663,198,615,194,48,47,473,214,3621,482,2953,461,26,44,2927,461,2726,374,201,179,668,211,4064,508,3396,451,46,46,3350,446,3283,444,67,55,668,221,2664,419,2308,380,15,27,2293,377,2247,374,46,60,356,157
ZCTA5 23062,1433,362,138,158,14,23,0,13,14,23,14,23,0,13,124,157,466,201,274,161,0,13,274,161,274,161,0,13,192,116,412,200,310,174,21,32,289,169,289,169,0,13,102,73,417,215,267,131,0,13,267,131,267,131,0,13,150,141
ZCTA5 23063,2521,405,207,104,118,93,0,13,118,93,110,89,8,15,89,53,919,268,632,221,0,13,632,221,612,219,20,27,287,97,773,185,286,133,0,13,286,133,286,133,0,13,487,152,622,216,417,151,0,13,417,151,417,151,0,13,205,135
ZCTA5 23064,217,187,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,58,40,58,0,13,40,58,40,58,0,13,0,13,65,91,50,82,0,13,50,82,50,82,0,13,15,25,112,170,64,95,0,13,64,95,64,95,0,13,48,77
ZCTA5 23065,1255,362,58,54,30,37,0,13,30,37,30,37,0,13,28,37,392,194,261,169,0,13,261,169,261,169,0,13,131,98,521,214,439,212,0,13,439,212,439,212,0,13,82,71,284,128,220,101,0,13,220,101,220,101,0,13,64,54
ZCTA5 23066,173,196,0,13,0,13,0,13,0,13,0,13,0,13,0,13,125,171,125,171,0,13,125,171,125,171,0,13,0,13,48,75,48,75,0,13,48,75,48,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23068,33,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,52,33,52,0,13,33,52,33,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23069,1714,326,138,82,58,72,0,13,58,72,58,72,0,13,80,35,583,170,424,157,0,13,424,157,399,144,25,41,159,72,625,221,560,215,0,13,560,215,560,215,0,13,65,57,368,172,368,172,0,13,368,172,368,172,0,13,0,13
ZCTA5 23070,258,120,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,42,43,42,0,13,43,42,43,42,0,13,0,13,107,79,101,77,0,13,101,77,101,77,0,13,6,10,108,117,108,117,0,13,108,117,108,117,0,13,0,13
ZCTA5 23071,746,242,84,65,16,25,0,13,16,25,16,25,0,13,68,61,172,78,165,78,0,13,165,78,145,77,20,28,7,13,330,155,280,139,0,13,280,139,257,131,23,31,50,42,160,88,107,60,0,13,107,60,107,60,0,13,53,54
ZCTA5 23072,6418,620,632,171,390,159,0,20,390,159,375,158,15,25,242,106,1920,329,1524,316,0,20,1524,316,1487,321,37,35,396,139,2388,435,1783,383,108,85,1675,355,1591,324,84,97,605,178,1478,338,1292,306,52,47,1240,302,1234,301,6,11,186,117
ZCTA5 23075,4704,581,484,171,386,143,0,18,386,143,386,143,0,18,98,81,1839,394,1351,352,0,18,1351,352,1334,353,17,23,488,215,1458,331,1151,281,0,18,1151,281,1001,267,150,114,307,155,923,278,923,278,0,18,923,278,923,278,0,18,0,18
ZCTA5 23076,338,196,22,35,0,13,0,13,0,13,0,13,0,13,22,35,113,127,16,24,0,13,16,24,16,24,0,13,97,129,22,31,22,31,0,13,22,31,22,31,0,13,0,13,181,159,133,171,2,4,131,171,131,171,0,13,48,72
ZCTA5 23079,242,133,31,29,20,21,0,13,20,21,20,21,0,13,11,16,88,54,74,48,0,13,74,48,74,48,0,13,14,18,97,86,94,85,0,13,94,85,94,85,0,13,3,5,26,21,26,21,0,13,26,21,26,21,0,13,0,13
ZCTA5 23083,1225,294,180,119,91,93,0,13,91,93,91,93,0,13,89,97,499,175,358,162,0,13,358,162,358,162,0,13,141,101,344,211,293,202,0,13,293,202,293,202,0,13,51,54,202,103,168,97,0,13,168,97,168,97,0,13,34,37
ZCTA5 23084,708,226,37,34,27,32,0,13,27,32,27,32,0,13,10,15,254,122,211,118,0,13,211,118,211,118,0,13,43,39,217,111,171,97,0,13,171,97,171,97,0,13,46,39,200,100,192,96,0,13,192,96,185,95,7,12,8,13
ZCTA5 23085,282,183,0,13,0,13,0,13,0,13,0,13,0,13,0,13,114,83,107,87,0,13,107,87,107,87,0,13,7,11,90,88,90,88,0,13,90,88,90,88,0,13,0,13,78,76,78,76,0,13,78,76,78,76,0,13,0,13
ZCTA5 23086,1714,241,82,65,35,38,0,13,35,38,35,38,0,13,47,53,577,149,478,129,0,13,478,129,449,134,29,42,99,79,608,173,499,173,0,13,499,173,477,171,22,35,109,57,447,140,405,139,0,13,405,139,391,137,14,18,42,40
ZCTA5 23089,2923,467,213,126,213,126,0,18,213,126,213,126,0,18,0,18,819,207,605,167,29,56,576,154,571,154,5,13,214,119,1003,309,786,253,0,18,786,253,786,253,0,18,217,147,888,238,811,234,14,28,797,231,772,225,25,31,77,71
ZCTA5 23091,205,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,80,9,16,0,13,9,16,9,16,0,13,60,76,136,137,136,137,0,13,136,137,136,137,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23092,290,134,12,19,0,13,0,13,0,13,0,13,0,13,12,19,65,49,61,49,0,13,61,49,61,49,0,13,4,8,85,63,68,59,0,13,68,59,68,59,0,13,17,28,128,102,54,48,0,13,54,48,54,48,0,13,74,88
ZCTA5 23093,7014,492,891,221,413,133,0,20,413,133,368,128,45,54,478,169,2496,390,1682,319,0,20,1682,319,1511,277,171,165,814,201,1948,267,1621,244,0,20,1621,244,1596,246,25,37,327,113,1679,261,1434,237,0,20,1434,237,1424,239,10,17,245,101
ZCTA5 23102,1556,304,20,22,8,14,0,13,8,14,8,14,0,13,12,17,416,149,308,122,0,13,308,122,308,122,0,13,108,61,314,94,251,84,0,13,251,84,192,66,59,64,63,49,806,231,664,175,0,13,664,175,650,178,14,23,142,88
ZCTA5 23103,2802,392,153,99,19,23,0,18,19,23,19,23,0,18,134,95,336,110,263,107,0,18,263,107,263,107,0,18,73,55,406,190,339,181,0,18,339,181,296,147,43,65,67,44,1907,336,1653,323,0,18,1653,323,1630,320,23,29,254,104
ZCTA5 23106,846,235,13,21,0,13,0,13,0,13,0,13,0,13,13,21,385,165,240,129,0,13,240,129,240,129,0,13,145,99,233,86,225,84,0,13,225,84,225,84,0,13,8,13,215,130,215,130,0,13,215,130,215,130,0,13,0,13
ZCTA5 23108,58,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,34,38,34,0,13,38,34,38,34,0,13,0,13,14,21,14,21,0,13,14,21,14,21,0,13,0,13,6,12,6,12,0,13,6,12,6,12,0,13,0,13
ZCTA5 23109,1283,362,85,125,41,36,0,13,41,36,41,36,0,13,44,115,418,176,192,169,0,13,192,169,192,169,0,13,226,102,403,193,326,170,13,19,313,177,313,177,0,13,77,77,377,289,295,218,0,13,295,218,295,218,0,13,82,104
ZCTA5 23110,510,252,14,16,14,16,0,13,14,16,14,16,0,13,0,13,94,64,55,49,0,13,55,49,55,49,0,13,39,42,93,72,72,59,0,13,72,59,72,59,0,13,21,28,309,237,205,144,0,13,205,144,198,142,7,11,104,114
ZCTA5 23111,18952,967,1077,264,707,221,0,27,707,221,658,218,49,48,370,155,4775,527,3651,423,0,27,3651,423,3550,416,101,113,1124,354,6022,587,5329,547,0,27,5329,547,5222,531,107,76,693,206,7078,636,6344,587,12,19,6332,586,6271,587,61,74,734,251
ZCTA5 23112,28651,1131,1267,328,849,279,0,30,849,279,771,279,78,59,418,141,3729,532,2935,461,0,30,2935,461,2900,456,35,32,794,218,8403,804,6684,663,56,56,6628,663,6460,664,168,93,1719,418,15252,1148,13765,1058,88,59,13677,1058,13385,1079,292,109,1487,312
ZCTA5 23113,12719,817,211,148,115,114,0,24,115,114,107,110,8,13,96,108,1121,221,870,177,0,24,870,177,817,180,53,48,251,112,2255,355,1616,253,0,24,1616,253,1547,251,69,48,639,230,9132,677,7561,668,0,24,7561,668,7401,668,160,76,1571,199
ZCTA5 23114,9750,655,407,282,200,159,0,20,200,159,200,159,0,20,207,144,998,271,744,217,0,20,744,217,744,217,0,20,254,131,2312,396,1871,367,0,20,1871,367,1819,357,52,57,441,173,6033,466,5531,427,28,39,5503,426,5394,422,109,83,502,144
ZCTA5 23115,2,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,21,2,21,0,13,2,21,2,21,0,13,0,13
ZCTA5 23116,16372,923,342,118,232,102,0,27,232,102,232,102,0,27,110,58,2909,357,2330,328,0,27,2330,328,2267,324,63,58,579,162,4138,504,3426,449,0,27,3426,449,3372,452,54,35,712,181,8983,700,8052,649,32,27,8020,645,7764,635,256,178,931,202
ZCTA5 23117,5041,499,584,172,428,161,0,18,428,161,331,118,97,66,156,98,2089,365,1417,306,0,18,1417,306,1256,275,161,127,672,186,1331,318,1052,292,0,18,1052,292,1052,292,0,18,279,109,1037,250,899,237,50,49,849,224,829,224,20,25,138,58
ZCTA5 23119,89,91,13,21,13,21,0,13,13,21,13,21,0,13,0,13,65,87,38,54,0,13,38,54,38,54,0,13,27,72,11,19,11,19,0,13,11,19,11,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23120,6075,667,129,97,128,97,0,20,128,97,128,97,0,20,1,4,707,187,589,164,0,20,589,164,575,162,14,23,118,67,1439,493,1298,484,0,20,1298,484,1291,485,7,12,141,89,3800,501,3270,504,23,27,3247,507,3201,496,46,47,530,161
ZCTA5 23123,997,242,75,50,27,34,0,13,27,34,19,25,8,25,48,41,551,219,434,202,0,13,434,202,434,202,0,13,117,90,221,103,165,85,0,13,165,85,161,85,4,8,56,67,150,79,63,43,0,13,63,43,63,43,0,13,87,70
ZCTA5 23124,2486,384,65,68,9,16,0,13,9,16,9,16,0,13,56,65,825,248,729,241,0,13,729,241,721,238,8,22,96,90,818,169,693,188,0,13,693,188,693,188,0,13,125,78,778,218,750,211,0,13,750,211,750,211,0,13,28,33
ZCTA5 23125,112,119,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,54,41,54,0,13,41,54,41,54,0,13,0,13,71,93,71,93,0,13,71,93,71,93,0,13,0,13
ZCTA5 23126,199,121,11,20,0,13,0,13,0,13,0,13,0,13,11,20,43,55,43,55,0,13,43,55,33,39,10,21,0,13,36,36,36,36,0,13,36,36,36,36,0,13,0,13,109,95,103,95,0,13,103,95,103,95,0,13,6,11
ZCTA5 23128,357,191,15,27,0,13,0,13,0,13,0,13,0,13,15,27,134,158,99,152,0,13,99,152,99,152,0,13,35,53,64,64,47,62,0,13,47,62,47,62,0,13,17,27,144,140,129,142,0,13,129,142,129,142,0,13,15,22
ZCTA5 23129,256,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,21,3,6,0,13,3,6,3,6,0,13,9,19,87,74,39,44,0,13,39,44,39,44,0,13,48,63,157,101,122,77,0,13,122,77,122,77,0,13,35,41
ZCTA5 23130,59,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,72,34,42,0,13,34,42,34,42,0,13,25,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23138,187,142,11,24,0,13,0,13,0,13,0,13,0,13,11,24,80,85,62,80,0,13,62,80,62,80,0,13,18,30,87,85,39,46,0,13,39,46,39,46,0,13,48,50,9,14,9,14,0,13,9,14,9,14,0,13,0,13
ZCTA5 23139,13616,409,803,247,502,211,0,24,502,211,479,200,23,38,301,135,4127,503,2715,401,0,24,2715,401,2670,397,45,41,1412,339,4042,489,3510,431,0,24,3510,431,3465,423,45,47,532,191,4644,529,4075,516,15,24,4060,513,4029,507,31,36,569,175
ZCTA5 23140,3445,468,275,147,195,135,0,18,195,135,192,135,3,4,80,43,933,186,793,174,0,18,793,174,734,173,59,51,140,63,986,222,843,214,9,12,834,215,826,212,8,10,143,54,1251,278,993,211,47,64,946,220,912,213,34,39,258,160
ZCTA5 23141,4344,590,278,159,265,157,0,18,265,157,246,158,19,29,13,19,1358,350,1184,348,0,18,1184,348,1163,341,21,35,174,85,1122,323,903,295,8,15,895,296,772,276,123,75,219,112,1586,427,1277,368,27,55,1250,340,1238,341,12,22,309,161
ZCTA5 23146,1866,346,43,45,43,45,0,13,43,45,43,45,0,13,0,13,373,173,232,112,0,13,232,112,232,112,0,13,141,105,468,128,364,130,0,13,364,130,364,130,0,13,104,60,982,260,826,212,0,13,826,212,776,198,50,43,156,96
ZCTA5 23148,854,251,131,108,119,104,0,13,119,104,43,39,76,95,12,22,314,129,282,118,0,13,282,118,266,118,16,28,32,39,236,103,141,79,0,13,141,79,120,77,21,30,95,66,173,130,160,128,0,13,160,128,160,128,0,13,13,20
ZCTA5 23149,1598,358,249,131,56,41,0,13,56,41,56,41,0,13,193,117,592,172,438,129,0,13,438,129,438,129,0,13,154,85,582,238,496,213,40,52,456,204,456,204,0,13,86,58,175,93,150,74,0,13,150,74,150,74,0,13,25,37
ZCTA5 23150,6937,752,663,195,470,185,0,20,470,185,438,182,32,37,193,97,2668,495,1950,359,0,20,1950,359,1826,337,124,93,718,239,2289,411,2012,393,0,20,2012,393,1922,365,90,72,277,110,1317,325,1199,321,0,20,1199,321,1199,321,0,20,118,63
ZCTA5 23153,653,183,13,21,13,21,0,13,13,21,13,21,0,13,0,13,141,73,92,62,0,13,92,62,92,62,0,13,49,44,145,82,145,82,0,13,145,82,145,82,0,13,0,13,354,144,329,138,0,13,329,138,329,138,0,13,25,30
ZCTA5 23156,616,228,48,49,25,28,0,13,25,28,25,28,0,13,23,24,217,134,177,122,0,13,177,122,177,122,0,13,40,43,294,138,242,140,0,13,242,140,242,140,0,13,52,41,57,51,57,51,0,13,57,51,57,51,0,13,0,13
ZCTA5 23160,2358,319,605,128,2,4,0,13,2,4,2,4,0,13,603,129,1348,276,1,4,0,13,1,4,1,4,0,13,1347,276,362,96,2,4,0,13,2,4,2,4,0,13,360,96,43,40,1,4,0,13,1,4,1,4,0,13,42,40
ZCTA5 23161,31,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,51,31,51,0,13,31,51,31,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23163,46,68,7,16,0,13,0,13,0,13,0,13,0,13,7,16,39,65,18,29,0,13,18,29,18,29,0,13,21,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23168,4079,608,131,118,40,65,0,18,40,65,40,65,0,18,91,88,843,275,730,253,0,18,730,253,730,253,0,18,113,70,1414,351,1057,302,117,88,940,292,908,290,32,41,357,167,1691,406,1497,386,0,18,1497,386,1464,385,33,38,194,108
ZCTA5 23169,425,147,40,38,18,20,0,13,18,20,18,20,0,13,22,34,143,95,111,72,0,13,111,72,111,72,0,13,32,38,155,93,110,84,0,13,110,84,84,82,26,33,45,35,87,82,74,79,0,13,74,79,74,79,0,13,13,21
ZCTA5 23173,39,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,18,8,18,0,13,8,18,8,18,0,13,0,13,18,25,15,24,0,13,15,24,15,24,0,13,3,7,13,21,13,21,0,13,13,21,13,21,0,13,0,13
ZCTA5 23175,679,208,35,34,7,13,0,13,7,13,7,13,0,13,28,32,311,178,254,166,0,13,254,166,254,166,0,13,57,38,177,66,152,68,0,13,152,68,139,62,13,20,25,19,156,83,131,75,0,13,131,75,113,58,18,33,25,26
ZCTA5 23176,175,114,22,30,18,28,0,13,18,28,18,28,0,13,4,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,6,10,147,113,88,73,0,13,88,73,88,73,0,13,59,67
ZCTA5 23177,530,234,55,71,55,71,0,13,55,71,55,71,0,13,0,13,72,67,27,31,0,13,27,31,27,31,0,13,45,63,155,138,155,138,0,13,155,138,155,138,0,13,0,13,248,163,206,166,0,13,206,166,206,166,0,13,42,46
ZCTA5 23180,404,151,65,78,10,30,0,13,10,30,10,30,0,13,55,73,149,98,125,97,0,13,125,97,113,94,12,20,24,21,140,74,96,44,0,13,96,44,90,42,6,10,44,46,50,32,39,28,0,13,39,28,39,28,0,13,11,14
ZCTA5 23181,2548,277,80,49,67,49,0,18,67,49,67,49,0,18,13,12,695,168,601,157,0,18,601,157,599,156,2,14,94,46,910,190,779,179,0,18,779,179,774,179,5,10,131,50,863,214,737,197,0,18,737,197,737,197,0,18,126,100
ZCTA5 23185,22624,967,1124,433,623,242,0,27,623,242,623,242,0,27,501,257,4085,517,2990,453,101,70,2889,452,2601,423,288,159,1095,236,6160,758,4931,635,188,106,4743,607,4595,584,148,86,1229,268,11255,772,9791,764,198,83,9593,749,9374,724,219,161,1464,209
ZCTA5 23187,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
